Record_ID,Material_ID,DOI,Source_File,Support,Support_Type,Amine_1_or_Additive_1,Amine_Type,MW_Mn_g_mol,Organic_Content_pct,N_Content_mmol_g,Amine_2_or_Additive_2,Amine_2_or_Additive_2_Type,Amine_3_or_Additive_3,Amine_3_or_Additive_3_Type,BET_Bare_Surface_Area_m2_g,Bare_Pore_Volume_cm3_g,Average_Bare_Pore_Diameter_nm,BET_Surface_Area_m2_g,Pore_Volume_cm3_g,Average_Pore_Diameter_nm,Relative_Humidity_pct,CO2_Concentration,CO2_Concentration_vol_pct,Flow_Rate,Flow_Rate_mL_min,Interfering_Gases,Adsorption_Temperature_C,CO2_Test_Method,CO2_Capacity,CO2_Capacity_mmol_g,Amine_Efficiency,Amine_Efficiency_mmol_mmol,Heat_of_Adsorption_kJ_mol,Time_to_Half_Saturation,Time_to_90_Saturation,Kinetic_name,Kinetic_label,Kinetic_values,Kinetic_units,Kinetic_percent_saturation,Desorption_Gas,Desorption_Temperature_C,Desorption_Time,Weight_Loss_Stability_pct,Capacity_Loss_Stability_pct,Cycle_1_name,Cycle_1_label,Cycle_1_values,Cycle_1_units,Cycle_1_max_cycle,Cycle_2_name,Cycle_2_label,Cycle_2_values,Cycle_2_units,Cycle_2_max_cycle,Model_Name,Prompt_Name
CS-2040_PEI_67%_CS-2040_67%PEI__T25_TGA_95%CO2,CS-2040_PEI_67%,10.1016/j.jcou.2018.05.004,053.pdf-id_comprehensive_extraction.json,CS-2040,Porous Silica Materials,PEI,Polymeric Amines,25000.0,67.0,15.58139534883721,0,,0,,404.0,2.45,242.0,0.0,0.0,,0.0,95% vol,95.0,60 mL/min,60.0,N2,25.0,TGA,0.68 mmol/g,0.68,0.04 mmol/mmol,0.04,,,,,,,,,N2,85.0,90.0,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
CS-2040_PEI_67%_CS-2040_67%PEI__T55_TGA_95%CO2,CS-2040_PEI_67%,10.1016/j.jcou.2018.05.004,053.pdf-id_comprehensive_extraction.json,CS-2040,Porous Silica Materials,PEI,Polymeric Amines,25000.0,67.0,15.58139534883721,0,,0,,404.0,2.45,242.0,0.0,0.0,,0.0,95% vol,95.0,60 mL/min,60.0,N2,55.0,TGA,1.78 mmol/g,1.78,0.11 mmol/mmol,0.11,,,,,,,,,N2,85.0,90.0,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
CS-2040_PEI_67%_CS-2040_67%PEI__T85_TGA_95%CO2,CS-2040_PEI_67%,10.1016/j.jcou.2018.05.004,053.pdf-id_comprehensive_extraction.json,CS-2040,Porous Silica Materials,PEI,Polymeric Amines,25000.0,67.0,15.58139534883721,0,,0,,404.0,2.45,242.0,0.0,0.0,,0.0,95% vol,95.0,60 mL/min,60.0,N2,85.0,TGA,3.61 mmol/g,3.61,0.23 mmol/mmol,0.23,,,,,,,,,N2,85.0,90.0,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
CS-2050_PEI_33%_CS-2050_33%PEI__T25_TGA_95%CO2,CS-2050_PEI_33%,10.1016/j.jcou.2018.05.004,053.pdf-id_comprehensive_extraction.json,CS-2050,Porous Silica Materials,PEI,Polymeric Amines,25000.0,33.0,7.674418604651163,0,,0,,540.0,2.53,187.0,160.0,0.9,225.0,0.0,95% vol,95.0,60 mL/min,60.0,N2,25.0,TGA,1.89 mmol/g,1.89,0.25 mmol/mmol,0.25,,,,,,,,,N2,85.0,90.0,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
CS-2050_PEI_33%_CS-2050_33%PEI__T55_TGA_95%CO2,CS-2050_PEI_33%,10.1016/j.jcou.2018.05.004,053.pdf-id_comprehensive_extraction.json,CS-2050,Porous Silica Materials,PEI,Polymeric Amines,25000.0,33.0,7.674418604651163,0,,0,,540.0,2.53,187.0,160.0,0.9,225.0,0.0,95% vol,95.0,60 mL/min,60.0,N2,55.0,TGA,1.77 mmol/g,1.77,0.23 mmol/mmol,0.23,,,,,,,,,N2,85.0,90.0,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
CS-2050_PEI_33%_CS-2050_33%PEI__T85_TGA_95%CO2,CS-2050_PEI_33%,10.1016/j.jcou.2018.05.004,053.pdf-id_comprehensive_extraction.json,CS-2050,Porous Silica Materials,PEI,Polymeric Amines,25000.0,33.0,7.674418604651163,0,,0,,540.0,2.53,187.0,160.0,0.9,225.0,0.0,95% vol,95.0,60 mL/min,60.0,N2,85.0,TGA,1.64 mmol/g,1.64,0.21 mmol/mmol,0.21,,,,,,,,,N2,85.0,90.0,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
CS-2050_PEI_50%_CS-2050_50%PEI__T25_TGA_95%CO2,CS-2050_PEI_50%,10.1016/j.jcou.2018.05.004,053.pdf-id_comprehensive_extraction.json,CS-2050,Porous Silica Materials,PEI,Polymeric Amines,25000.0,50.0,11.627906976744187,0,,0,,540.0,2.53,187.0,57.0,0.29,203.0,0.0,95% vol,95.0,60 mL/min,60.0,N2,25.0,TGA,1.50 mmol/g,1.5,0.13 mmol/mmol,0.13,,12.0,40.0,Fixed-Bed Breakthrough Testing,CO₂ adsorption (% of maximum),"[[0, 0], [10, 68], [20, 78], [30, 84], [40, 88], [60, 91], [80, 92], [100, 93], [150, 94], [200, 94]]","min, %","[12, 40]",N2,85.0,90.0,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
CS-2050_PEI_50%_CS-2050_50%PEI__T55_TGA_95%CO2,CS-2050_PEI_50%,10.1016/j.jcou.2018.05.004,053.pdf-id_comprehensive_extraction.json,CS-2050,Porous Silica Materials,PEI,Polymeric Amines,25000.0,50.0,11.627906976744187,0,,0,,540.0,2.53,187.0,57.0,0.29,203.0,0.0,95% vol,95.0,60 mL/min,60.0,N2,55.0,TGA,2.23 mmol/g,2.23,0.19 mmol/mmol,0.19,,,,,,,,,N2,85.0,90.0,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
CS-2050_PEI_50%_CS-2050_50%PEI__T85_TGA_95%CO2,CS-2050_PEI_50%,10.1016/j.jcou.2018.05.004,053.pdf-id_comprehensive_extraction.json,CS-2050,Porous Silica Materials,PEI,Polymeric Amines,25000.0,50.0,11.627906976744187,0,,0,,540.0,2.53,187.0,57.0,0.29,203.0,0.0,95% vol,95.0,60 mL/min,60.0,N2,85.0,TGA,2.99 mmol/g,2.99,0.26 mmol/mmol,0.26,,14.0,45.0,Fixed-Bed Breakthrough Testing,CO₂ adsorption (% of maximum),"[[0, 0], [1, 35], [2, 55], [4, 70], [10, 84], [30, 91], [60, 94], [90, 96.5], [120, 97.0], [180, 97.8]]","min, %","[14, 45]",N2,85.0,90.0,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
CS-2050_PEI_67%_CS-2050_67%PEI__T25_TGA_95%CO2,CS-2050_PEI_67%,10.1016/j.jcou.2018.05.004,053.pdf-id_comprehensive_extraction.json,CS-2050,Porous Silica Materials,PEI,Polymeric Amines,25000.0,67.0,15.58139534883721,0,,0,,540.0,2.53,187.0,0.0,0.0,,0.0,95% vol,95.0,60 mL/min,60.0,N2,25.0,TGA,0.46 mmol/g,0.46,0.03 mmol/mmol,0.03,,,,,,,,,N2,85.0,90.0,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
CS-2050_PEI_67%_CS-2050_67%PEI__T55_TGA_95%CO2,CS-2050_PEI_67%,10.1016/j.jcou.2018.05.004,053.pdf-id_comprehensive_extraction.json,CS-2050,Porous Silica Materials,PEI,Polymeric Amines,25000.0,67.0,15.58139534883721,0,,0,,540.0,2.53,187.0,0.0,0.0,,0.0,95% vol,95.0,60 mL/min,60.0,N2,55.0,TGA,1.15 mmol/g,1.15,0.07 mmol/mmol,0.07,,,,,,,,,N2,85.0,90.0,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
CS-2050_PEI_67%_CS-2050_67%PEI__T85_TGA_95%CO2,CS-2050_PEI_67%,10.1016/j.jcou.2018.05.004,053.pdf-id_comprehensive_extraction.json,CS-2050,Porous Silica Materials,PEI,Polymeric Amines,25000.0,67.0,15.58139534883721,0,,0,,540.0,2.53,187.0,0.0,0.0,,0.0,95% vol,95.0,60 mL/min,60.0,N2,85.0,TGA,2.50 mmol/g,2.5,0.16 mmol/mmol,0.16,,,,,,,,,N2,85.0,90.0,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
EP10X_PEI_33%_EP10X_33%PEI__T25_TGA_95%CO2,EP10X_PEI_33%,10.1016/j.jcou.2018.05.004,053.pdf-id_comprehensive_extraction.json,EP10X,Porous Silica Materials,PEI,Polymeric Amines,25000.0,33.0,7.674418604651163,0,,0,,295.0,2.1,284.0,116.0,0.9,310.0,0.0,95% vol,95.0,60 mL/min,60.0,N2,25.0,TGA,2.02 mmol/g,2.02,0.26 mmol/mmol,0.26,,,,,,,,,N2,85.0,90.0,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
EP10X_PEI_33%_EP10X_33%PEI__T55_TGA_95%CO2,EP10X_PEI_33%,10.1016/j.jcou.2018.05.004,053.pdf-id_comprehensive_extraction.json,EP10X,Porous Silica Materials,PEI,Polymeric Amines,25000.0,33.0,7.674418604651163,0,,0,,295.0,2.1,284.0,116.0,0.9,310.0,0.0,95% vol,95.0,60 mL/min,60.0,N2,55.0,TGA,2.30 mmol/g,2.3,0.30 mmol/mmol,0.3,,,,,,,,,N2,85.0,90.0,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
EP10X_PEI_33%_EP10X_33%PEI__T85_TGA_95%CO2,EP10X_PEI_33%,10.1016/j.jcou.2018.05.004,053.pdf-id_comprehensive_extraction.json,EP10X,Porous Silica Materials,PEI,Polymeric Amines,25000.0,33.0,7.674418604651163,0,,0,,295.0,2.1,284.0,116.0,0.9,310.0,0.0,95% vol,95.0,60 mL/min,60.0,N2,85.0,TGA,2.21 mmol/g,2.21,0.29 mmol/mmol,0.29,,,,,,,,,N2,85.0,90.0,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
EP10X_PEI_50%_EP10X_50%PEI__T25_TGA_95%CO2,EP10X_PEI_50%,10.1016/j.jcou.2018.05.004,053.pdf-id_comprehensive_extraction.json,EP10X,Porous Silica Materials,PEI,Polymeric Amines,25000.0,50.0,11.627906976744187,0,,0,,295.0,2.1,284.0,52.0,0.4,312.0,0.0,95% vol,95.0,60 mL/min,60.0,N2,25.0,TGA,2.50 mmol/g,2.5,0.22 mmol/mmol,0.22,,15.0,50.0,Fixed-Bed Breakthrough Testing,CO₂ adsorption (% of maximum),"[[0, 0], [10, 65], [20, 75], [30, 82], [40, 86], [60, 89], [80, 90], [100, 91], [150, 92], [200, 92]]","min, %","[15, 50]",N2,85.0,90.0,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
EP10X_PEI_50%_EP10X_50%PEI__T55_TGA_95%CO2,EP10X_PEI_50%,10.1016/j.jcou.2018.05.004,053.pdf-id_comprehensive_extraction.json,EP10X,Porous Silica Materials,PEI,Polymeric Amines,25000.0,50.0,11.627906976744187,0,,0,,295.0,2.1,284.0,52.0,0.4,312.0,0.0,95% vol,95.0,60 mL/min,60.0,N2,55.0,TGA,3.25 mmol/g,3.25,0.28 mmol/mmol,0.28,,,,,,,,,N2,85.0,90.0,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
EP10X_PEI_50%_EP10X_50%PEI__T85_TGA_95%CO2,EP10X_PEI_50%,10.1016/j.jcou.2018.05.004,053.pdf-id_comprehensive_extraction.json,EP10X,Porous Silica Materials,PEI,Polymeric Amines,25000.0,50.0,11.627906976744187,0,,0,,295.0,2.1,284.0,52.0,0.4,312.0,0.0,95% vol,95.0,60 mL/min,60.0,N2,85.0,TGA,3.11 mmol/g,3.11,0.27 mmol/mmol,0.27,,,,,,,,,N2,85.0,90.0,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
EP10X_PEI_67%_EP10X_67%PEI__T25_TGA_95%CO2,EP10X_PEI_67%,10.1016/j.jcou.2018.05.004,053.pdf-id_comprehensive_extraction.json,EP10X,Porous Silica Materials,PEI,Polymeric Amines,25000.0,67.0,15.58139534883721,0,,0,,295.0,2.1,284.0,0.0,0.0,,0.0,95% vol,95.0,60 mL/min,60.0,N2,25.0,TGA,0.52 mmol/g,0.52,0.03 mmol/mmol,0.03,,,,,,,,,N2,85.0,90.0,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
EP10X_PEI_67%_EP10X_67%PEI__T55_TGA_95%CO2,EP10X_PEI_67%,10.1016/j.jcou.2018.05.004,053.pdf-id_comprehensive_extraction.json,EP10X,Porous Silica Materials,PEI,Polymeric Amines,25000.0,67.0,15.58139534883721,0,,0,,295.0,2.1,284.0,0.0,0.0,,0.0,95% vol,95.0,60 mL/min,60.0,N2,55.0,TGA,1.39 mmol/g,1.39,0.09 mmol/mmol,0.09,,,,,,,,,N2,85.0,90.0,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
EP10X_PEI_67%_EP10X_67%PEI__T85_TGA_95%CO2,EP10X_PEI_67%,10.1016/j.jcou.2018.05.004,053.pdf-id_comprehensive_extraction.json,EP10X,Porous Silica Materials,PEI,Polymeric Amines,25000.0,67.0,15.58139534883721,0,,0,,295.0,2.1,284.0,0.0,0.0,,0.0,95% vol,95.0,60 mL/min,60.0,N2,85.0,TGA,2.96 mmol/g,2.96,0.19 mmol/mmol,0.19,,,,,,,,,N2,85.0,90.0,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
MS-3030_PEI_50%_MS-3030_50%PEI__T25_TGA_95%CO2,MS-3030_PEI_50%,10.1016/j.jcou.2018.05.004,053.pdf-id_comprehensive_extraction.json,MS-3030,Porous Silica Materials,PEI,Polymeric Amines,25000.0,50.0,11.627906976744187,0,,0,,282.0,2.69,381.0,40.0,0.43,424.0,0.0,95% vol,95.0,60 mL/min,60.0,N2,25.0,TGA,2.18 mmol/g,2.18,0.19 mmol/mmol,0.19,,3.0,15.0,Fixed-Bed Breakthrough Testing,CO₂ adsorption as percentage of maximum adsorption (%),"[[0, 0], [5, 78], [10, 85], [20, 90], [40, 94], [60, 96], [80, 97], [100, 98], [150, 99], [200, 99]]","min, %","[3, 15]",N2,85.0,90.0,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
MS-3030_PEI_50%_MS-3030_50%PEI__T55_TGA_95%CO2,MS-3030_PEI_50%,10.1016/j.jcou.2018.05.004,053.pdf-id_comprehensive_extraction.json,MS-3030,Porous Silica Materials,PEI,Polymeric Amines,25000.0,50.0,11.627906976744187,0,,0,,282.0,2.69,381.0,40.0,0.43,424.0,0.0,95% vol,95.0,60 mL/min,60.0,N2,55.0,TGA,3.09 mmol/g,3.09,0.27 mmol/mmol,0.27,,,,,,,,,N2,85.0,90.0,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
MS-3030_PEI_50%_MS-3030_50%PEI__T85_TGA_95%CO2,MS-3030_PEI_50%,10.1016/j.jcou.2018.05.004,053.pdf-id_comprehensive_extraction.json,MS-3030,Porous Silica Materials,PEI,Polymeric Amines,25000.0,50.0,11.627906976744187,0,,0,,282.0,2.69,381.0,40.0,0.43,424.0,0.0,95% vol,95.0,60 mL/min,60.0,N2,85.0,TGA,3.28 mmol/g,3.28,0.28 mmol/mmol,0.28,,,,,,,,,N2,85.0,90.0,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
MS-3040_PEI_50%_MS-3040_50%PEI__T25_TGA_95%CO2,MS-3040_PEI_50%,10.1016/j.jcou.2018.05.004,053.pdf-id_comprehensive_extraction.json,MS-3040,Porous Silica Materials,PEI,Polymeric Amines,25000.0,50.0,11.627906976744187,0,,0,,379.0,3.09,325.0,29.0,0.22,308.0,0.0,95% vol,95.0,60 mL/min,60.0,N2,25.0,TGA,2.27 mmol/g,2.27,0.20 mmol/mmol,0.2,,4.0,18.0,Fixed-Bed Breakthrough Testing,CO₂ adsorption as percentage of maximum adsorption (%),"[[0, 0], [5, 75], [10, 82], [20, 88], [40, 92], [60, 94], [80, 95], [100, 96], [150, 97], [200, 97]]","min, %","[4, 18]",N2,85.0,90.0,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
MS-3040_PEI_50%_MS-3040_50%PEI__T55_TGA_95%CO2,MS-3040_PEI_50%,10.1016/j.jcou.2018.05.004,053.pdf-id_comprehensive_extraction.json,MS-3040,Porous Silica Materials,PEI,Polymeric Amines,25000.0,50.0,11.627906976744187,0,,0,,379.0,3.09,325.0,29.0,0.22,308.0,0.0,95% vol,95.0,60 mL/min,60.0,N2,55.0,TGA,3.07 mmol/g,3.07,0.26 mmol/mmol,0.26,,,,,,,,,N2,85.0,90.0,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
MS-3040_PEI_50%_MS-3040_50%PEI__T85_TGA_95%CO2,MS-3040_PEI_50%,10.1016/j.jcou.2018.05.004,053.pdf-id_comprehensive_extraction.json,MS-3040,Porous Silica Materials,PEI,Polymeric Amines,25000.0,50.0,11.627906976744187,0,,0,,379.0,3.09,325.0,29.0,0.22,308.0,0.0,95% vol,95.0,60 mL/min,60.0,N2,85.0,TGA,3.26 mmol/g,3.26,0.28 mmol/mmol,0.28,,,,,,,,,N2,85.0,90.0,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
MS-3050_PEI_50%_MS-3050_50%PEI__T25_TGA_95%CO2,MS-3050_PEI_50%,10.1016/j.jcou.2018.05.004,053.pdf-id_comprehensive_extraction.json,MS-3050,Porous Silica Materials,PEI,Polymeric Amines,25000.0,50.0,11.627906976744187,0,,0,,517.0,3.15,244.0,46.0,0.31,271.0,0.0,95% vol,95.0,60 mL/min,60.0,N2,25.0,TGA,1.77 mmol/g,1.77,0.15 mmol/mmol,0.15,,6.0,25.0,Fixed-Bed Breakthrough Testing,CO₂ adsorption as percentage of maximum adsorption (%),"[[0, 0], [5, 72], [10, 79], [20, 85], [40, 90], [60, 92], [80, 93], [100, 94], [150, 95], [200, 95]]","min, %","[6, 25]",N2,85.0,90.0,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
MS-3050_PEI_50%_MS-3050_50%PEI__T55_TGA_95%CO2,MS-3050_PEI_50%,10.1016/j.jcou.2018.05.004,053.pdf-id_comprehensive_extraction.json,MS-3050,Porous Silica Materials,PEI,Polymeric Amines,25000.0,50.0,11.627906976744187,0,,0,,517.0,3.15,244.0,46.0,0.31,271.0,0.0,95% vol,95.0,60 mL/min,60.0,N2,55.0,TGA,2.66 mmol/g,2.66,0.23 mmol/mmol,0.23,,,,,,,,,N2,85.0,90.0,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
MS-3050_PEI_50%_MS-3050_50%PEI__T85_TGA_95%CO2,MS-3050_PEI_50%,10.1016/j.jcou.2018.05.004,053.pdf-id_comprehensive_extraction.json,MS-3050,Porous Silica Materials,PEI,Polymeric Amines,25000.0,50.0,11.627906976744187,0,,0,,517.0,3.15,244.0,46.0,0.31,271.0,0.0,95% vol,95.0,60 mL/min,60.0,N2,85.0,TGA,2.71 mmol/g,2.71,0.23 mmol/mmol,0.23,,,,,,,,,N2,85.0,90.0,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
MS-3065_PEI_50%_MS-3065_50%PEI__T25_TGA_95%CO2,MS-3065_PEI_50%,10.1016/j.jcou.2018.05.004,053.pdf-id_comprehensive_extraction.json,MS-3065,Porous Silica Materials,PEI,Polymeric Amines,25000.0,50.0,11.627906976744187,0,,0,,646.0,2.96,184.0,33.0,0.18,217.0,0.0,95% vol,95.0,60 mL/min,60.0,N2,25.0,TGA,1.46 mmol/g,1.46,0.13 mmol/mmol,0.13,,8.0,35.0,Fixed-Bed Breakthrough Testing,CO₂ adsorption as percentage of maximum adsorption (%),"[[0, 0], [5, 68], [10, 75], [20, 82], [40, 87], [60, 90], [80, 91], [100, 92], [150, 93], [200, 93]]","min, %","[8, 35]",N2,85.0,90.0,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
MS-3065_PEI_50%_MS-3065_50%PEI__T55_TGA_95%CO2,MS-3065_PEI_50%,10.1016/j.jcou.2018.05.004,053.pdf-id_comprehensive_extraction.json,MS-3065,Porous Silica Materials,PEI,Polymeric Amines,25000.0,50.0,11.627906976744187,0,,0,,646.0,2.96,184.0,33.0,0.18,217.0,0.0,95% vol,95.0,60 mL/min,60.0,N2,55.0,TGA,2.18 mmol/g,2.18,0.19 mmol/mmol,0.19,,,,,,,,,N2,85.0,90.0,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
MS-3065_PEI_50%_MS-3065_50%PEI__T85_TGA_95%CO2,MS-3065_PEI_50%,10.1016/j.jcou.2018.05.004,053.pdf-id_comprehensive_extraction.json,MS-3065,Porous Silica Materials,PEI,Polymeric Amines,25000.0,50.0,11.627906976744187,0,,0,,646.0,2.96,184.0,33.0,0.18,217.0,0.0,95% vol,95.0,60 mL/min,60.0,N2,85.0,TGA,2.54 mmol/g,2.54,0.22 mmol/mmol,0.22,,,,,,,,,N2,85.0,90.0,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
ES70Y_PEI_50%_ES70Y_50%PEI__T25_TGA_95%CO2,ES70Y_PEI_50%,10.1016/j.jcou.2018.05.004,053.pdf-id_comprehensive_extraction.json,ES70Y,Porous Silica Materials,PEI,Polymeric Amines,25000.0,50.0,11.627906976744187,0,,0,,265.0,1.57,237.0,35.0,0.27,308.0,0.0,95% vol,95.0,60 mL/min,60.0,N2,25.0,TGA,1.94 mmol/g,1.94,0.17 mmol/mmol,0.17,,10.0,50.0,Fixed-Bed Breakthrough Testing,CO₂ adsorption as percentage of maximum adsorption (%),"[[0, 0], [5, 65], [10, 72], [20, 78], [40, 84], [60, 87], [80, 89], [100, 90], [150, 91], [200, 91]]","min, %","[10, 50]",N2,85.0,90.0,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
ES70Y_PEI_50%_ES70Y_50%PEI__T55_TGA_95%CO2,ES70Y_PEI_50%,10.1016/j.jcou.2018.05.004,053.pdf-id_comprehensive_extraction.json,ES70Y,Porous Silica Materials,PEI,Polymeric Amines,25000.0,50.0,11.627906976744187,0,,0,,265.0,1.57,237.0,35.0,0.27,308.0,0.0,95% vol,95.0,60 mL/min,60.0,N2,55.0,TGA,2.86 mmol/g,2.86,0.25 mmol/mmol,0.25,,,,,,,,,N2,85.0,90.0,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
ES70Y_PEI_50%_ES70Y_50%PEI__T85_TGA_95%CO2,ES70Y_PEI_50%,10.1016/j.jcou.2018.05.004,053.pdf-id_comprehensive_extraction.json,ES70Y,Porous Silica Materials,PEI,Polymeric Amines,25000.0,50.0,11.627906976744187,0,,0,,265.0,1.57,237.0,35.0,0.27,308.0,0.0,95% vol,95.0,60 mL/min,60.0,N2,85.0,TGA,3.14 mmol/g,3.14,0.27 mmol/mmol,0.27,,,,,,,,,N2,85.0,90.0,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
MIL-101(Cr)_bare_MIL-101(Cr)_bare_-20C_400ppmCO2_SAP_dry,MIL-101(Cr)_bare,10.1021/jacsau.1c00414,054.pdf-id_comprehensive_extraction.json,MIL-101(Cr),Metal-Organic Frameworks (MOFs),0,,,,,0,,0,,3493.0,2.2,2.9,,,,0.0,400 ppm,0.04,90 mL/min,90.0,,-20.0,TGA,0.01 mmol/g,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
MIL-101(Cr)_bare_MIL-101(Cr)_bare_25C_400ppmCO2_SAP_dry,MIL-101(Cr)_bare,10.1021/jacsau.1c00414,054.pdf-id_comprehensive_extraction.json,MIL-101(Cr),Metal-Organic Frameworks (MOFs),0,,,,,0,,0,,3493.0,2.2,2.9,,,,0.0,400 ppm,0.04,90 mL/min,90.0,,25.0,TGA,0.0008 mmol/g,0.0008,,,,,,,,,,,,,,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
MIL-101(Cr)_PEI_10%_MIL-101(Cr)_10%PEI_-20C_400ppmCO2_SAP_dry,MIL-101(Cr)_PEI_10%,10.1021/jacsau.1c00414,054.pdf-id_comprehensive_extraction.json,MIL-101(Cr),Metal-Organic Frameworks (MOFs),PEI,Polymeric Amines,800.0,10.0,2.3255813953488373,0,,0,,3493.0,2.1,2.404809619238477,,,,0.0,400 ppm,0.04,90 mL/min,90.0,,-20.0,SAP,0.05 mmol/g,0.05,0.02 mmol/mmol,0.02,,,,,,,,,,,,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
MIL-101(Cr)_PEI_10%_MIL-101(Cr)_10%PEI_25C_400ppmCO2_SAP_dry,MIL-101(Cr)_PEI_10%,10.1021/jacsau.1c00414,054.pdf-id_comprehensive_extraction.json,MIL-101(Cr),Metal-Organic Frameworks (MOFs),PEI,Polymeric Amines,800.0,10.0,2.3255813953488373,0,,0,,3493.0,2.1,2.404809619238477,,,,0.0,400 ppm,0.04,90 mL/min,90.0,,25.0,SAP,0.006 mmol/g,0.006,0.002 mmol/mmol,0.002,,,,,,,,,,,,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
MIL-101(Cr)_PEI_30%_MIL-101(Cr)_30%PEI_-20C_400ppmCO2_SAP_dry,MIL-101(Cr)_PEI_30%,10.1021/jacsau.1c00414,054.pdf-id_comprehensive_extraction.json,MIL-101(Cr),Metal-Organic Frameworks (MOFs),PEI,Polymeric Amines,800.0,30.0,6.976744186046512,0,,0,,3493.0,1.75,2.004008016032064,,,,0.0,400 ppm,0.04,90 mL/min,90.0,,-20.0,SAP,0.78 mmol/g,0.78,0.11 mmol/mmol,0.11,-56.0,,,,,,,,,,,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
MIL-101(Cr)_PEI_30%_MIL-101(Cr)_30%PEI_25C_400ppmCO2_SAP_dry,MIL-101(Cr)_PEI_30%,10.1021/jacsau.1c00414,054.pdf-id_comprehensive_extraction.json,MIL-101(Cr),Metal-Organic Frameworks (MOFs),PEI,Polymeric Amines,800.0,30.0,6.976744186046512,0,,0,,3493.0,1.75,2.004008016032064,,,,0.0,400 ppm,0.04,90 mL/min,90.0,,25.0,SAP,0.24 mmol/g,0.24,0.03 mmol/mmol,0.03,-56.0,,,,,,,,,,,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
MIL-101(Cr)_PEI_50%_MIL-101(Cr)_50%PEI_-20C_400ppmCO2_SAP_dry,MIL-101(Cr)_PEI_50%,10.1021/jacsau.1c00414,054.pdf-id_comprehensive_extraction.json,MIL-101(Cr),Metal-Organic Frameworks (MOFs),PEI,Polymeric Amines,800.0,50.0,11.627906976744187,0,,0,,3493.0,1.2,1.3741769252791296,,,,0.0,400 ppm,0.04,90 mL/min,90.0,,-20.0,SAP,1.64 mmol/g,1.64,0.13 mmol/mmol,0.13,-99.0,,,,,,,,,,,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
MIL-101(Cr)_PEI_50%_MIL-101(Cr)_50%PEI_25C_400ppmCO2_SAP_dry,MIL-101(Cr)_PEI_50%,10.1021/jacsau.1c00414,054.pdf-id_comprehensive_extraction.json,MIL-101(Cr),Metal-Organic Frameworks (MOFs),PEI,Polymeric Amines,800.0,50.0,11.627906976744187,0,,0,,3493.0,1.2,1.3741769252791296,,,,0.0,400 ppm,0.04,90 mL/min,90.0,,25.0,SAP,1.81 mmol/g,1.81,0.14 mmol/mmol,0.14,-99.0,,,,,,,,,,,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
